attempt_id,success,correct_answer,user_answer,total_time,mouse_move_count,avg_mouse_speed,max_mouse_speed,click_count,avg_click_interval,keypress_count,backspace_count,input_change_count,final_input_length,edit_distance,time_per_character,error_rate
1742234959,True,bw5nf,bw5nf,9261.0,136,0.9349724898186634,8.704345179276842,1,9261.0,5,0,5,5,0,1852.2,1.0
1742234973,True,d6nyd4em,d6nyd4em,15810.0,160,0.424016154785326,3.321332563896606,1,15810.0,8,0,8,8,0,1976.25,1.0
1742237228,False,g7wxw,hughtuhg,68348.0,267,0.9457111054550533,11.067971810589327,3,22782.666666666668,12,0,8,8,7,8543.5,1.0
1742237296,False,42xpy,gij5ghg,8925.0,115,0.11634354054902099,0.4,1,8925.0,7,0,7,7,7,1275.0,1.0
1742237305,False,2n73f,jffghh7,9280.0,116,0.17816605306305444,1.674979270186815,1,9280.0,7,0,7,7,7,1325.7142857142858,1.0
1742237315,True,574d7,574d7,25391.0,278,0.30677571232158546,2.809025631780529,1,25391.0,11,0,5,5,0,5078.2,1.0
1742237527,True,4gb3f,4gb3f,11029.0,114,1.0433040050360123,10.65269918846862,0,0.0,0,0,5,5,0,2205.8,1.0
1742237547,True,2fxgd,2fxgd,11068.0,198,0.47013313863137807,5.315072906367325,0,0.0,0,0,5,5,0,2213.6,1.0
1742237569,True,npxb7,npxb7,16560.0,201,0.3596460891620394,2.6368778887161235,0,0.0,0,0,5,5,0,3312.0,1.0
1742239416,True,n6f4b,n6f4b,7469.0,0,0.0,0.0,0,0.0,0,0,5,5,0,1493.8,1.0
1742239465,True,w2yp7,w2yp7,7706.0,0,0.0,0.0,0,0.0,0,0,5,5,0,1541.2,1.0
1742239976867,True,e72cd,e72cd,8032.0,97,0.5622813706871057,3.005203820042827,0,0.0,0,0,5,5,0,1606.4,1.0
1742240021148,True,yg5bb,yg5bb,13205.0,275,0.3657892081765526,3.25,0,0.0,0,0,5,5,0,2641.0,1.0
1742240154768,False,8d2nd,yg5bb,2585.0,64,0.6045718574128301,4.667038675648618,0,0.0,0,0,0,5,5,517.0,0.0
1742240161163,False,6bxwg,yg5bb,4499.0,142,0.9734401014428347,9.194087774216646,0,0.0,0,0,0,5,5,899.8,0.0
1742240168996,True,nnf8b,nnf8b,7436.0,135,0.3414959948246767,2.0,0,0.0,0,0,5,5,0,1487.2,1.0
